Comments,Date,Favorites,User,Polarity,Sentiment
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 7:06,0,Zulfi Rao,0,neutral
Alibaba's payment and financial services affiliate Ant Financial said it will invest a minority stake in Pakistan-h… https://t.co/V0Zr1pckDd,3/14/2018 7:03,2,SHINE,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 7:03,0,?? ??? ?????? ????,0,neutral
RT @DealStreetAsia: Exclusive: Myanmar-focused PE Delta Capital closes $7m funding in Easy Microfinance https://t.co/m881ZZnZY4,3/14/2018 6:59,0,Shiwen Yap,0.433333333,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:58,0,Mohammed Asif Raza,0,neutral
Ant Financial Services Group (AFSG ) will invest 184.5 million dollars  in Telenor Microfinance Bank in Pakistan. A… https://t.co/HLSiHqaoWV,3/14/2018 6:58,0,Pak Defence,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:56,0,Roy Zakir Raheem,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:52,0,????,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:51,0,Aqeel Khan,0,neutral
Telenor Group has reached a strategic partnership agreement with Ant Financial Services Group (“Ant Financial”) in… https://t.co/w64hBZj5Wt,3/14/2018 6:49,0,Minhaj Mehmood ??,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:48,0,Haris Khan,0,neutral
"RT @angelspakistan: Major step in digitization of the economy, eCommerce and freelancing. By 2025, in Pakistan, McKinsey estimates $36 bil…",3/14/2018 6:48,0,Madiha Hamid,0.0625,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:48,0,habib ur rehman,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:47,0,ALLi Fz ??,0,neutral
Directeur Général et Direction Général Adjoint - Microfinance via Apave International https://t.co/X5hn2aY0nW,3/14/2018 6:44,0,Akwajobs,0,neutral
Directeur Général et Direction Général Adjoint - Microfinance via Apave International https://t.co/Tbrl1mz8hq,3/14/2018 6:44,0,Otto B. Isong,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:43,0,Shahzad Qamar,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:42,0,Umair Ali,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:39,0,kung fu kenny,0,neutral
"RT @ADB_HQ: To help #microfinance clients borrow the right amount, we need to improve their awareness and understanding of financial produc…",3/14/2018 6:37,0,Phoenix Global,0.142857143,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:34,0,Sohail Ahsan,0,neutral
"RT @ADB_HQ: To help #microfinance clients borrow the right amount, we need to improve their awareness and understanding of financial produc…",3/14/2018 6:30,0,Evaluation at ADB,0.142857143,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:24,0,A.,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:22,0,Arif Abdullah,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:21,0,Tahir khan,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:20,0,Hussnain shah,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:16,0,Anaam Shafiq,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:15,0,Adnanology,0,neutral
Sometimes you need to quit your #job to find your #purpose. And for this #Romanian woman it was ?a #jobbatical at a… https://t.co/8iPWtCT5lN,3/14/2018 6:15,1,Jobbatical Business,0,neutral
"https://t.co/11pMJkPBl5 : - Microfinance Software, NBFC Software, Loan Software (bangalore): In today?s life all ar… https://t.co/7XzWJQJ9pq",3/14/2018 6:15,1,sebule.com,0,neutral
"RT @ADB_HQ: To help #microfinance clients borrow the right amount, we need to improve their awareness and understanding of financial produc…",3/14/2018 6:11,0,Shamas urRehman Toor,0.142857143,positive
RT @kwikirizajack: We are now counting 9 days for the #ICRIF to take place at #Marriot Hotel #Kigali #Rwanda. All #Microfinance #Practition…,3/14/2018 6:11,0,AMIR,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:10,0,Faseeh,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:10,0,Kashif Ali Khan,0,neutral
Ant Financial (Alipay) to Invest $184.5 Million in Telenor Microfinance Bank https://t.co/EnAc9yHASp,3/14/2018 6:10,1,Zia U. Khan,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:09,0,Obaid Ali Shah,0,neutral
"RT @MahRukhTK: PMIC, Pakistan Microfinance Investment Company Limited, is a big deal in here. 
#LightingPakistan",3/14/2018 6:08,0,Noor ul Huda,-0.035714286,negative
"PMIC, Pakistan Microfinance Investment Company Limited, is a big deal in here. 
#LightingPakistan",3/14/2018 6:07,2,bro2018,-0.035714286,negative
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:05,0,Peter Fraser,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:05,0,Najeeb Warsi ??,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:04,0,Ali Waqar,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:04,0,??????? ??? ??????,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 6:03,0,Economy of Pakistan,0,neutral
"RT @ADB_HQ: To help #microfinance clients borrow the right amount, we need to improve their awareness and understanding of financial produc…",3/14/2018 6:02,0,girvndr Rathore,0.142857143,positive
"To help #microfinance clients borrow the right amount, we need to improve their awareness and understanding of fina… https://t.co/XEhwAUQHug",3/14/2018 6:00,7,AsianDevelopmentBank,0.285714286,positive
"@BMTheEquityDesk sir another great person from Kolkata coming with IPO Bandhan bank, what are your views on same.
I… https://t.co/x6xNY4ST82",3/14/2018 5:58,0,Dheeraj Pande,0.4,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:56,0,Suleman hanif,0,neutral
"Ant Financial (part of Alipay) acquiring 45% of @telenorpakistan Microfinance Bank, owner of Easypaisa (which has 4… https://t.co/xE60dM5SUS",3/14/2018 5:54,0,frontieralpha.com,0,neutral
"RT @IIMFN: Pleased to meet @UmulAwan from #LightingPakistan yesterday - discussed multiple points to work on together

#CleanEnergy #Microf…",3/14/2018 5:51,0,bro2018,0.25,positive
"RT @angelspakistan: Major step in digitization of the economy, eCommerce and freelancing. By 2025, in Pakistan, McKinsey estimates $36 bil…",3/14/2018 5:48,0,I AM,0.0625,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:44,0,MH,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:38,0,Hamis,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:35,0,Mahmood Akhtar,0,neutral
#Savings #Deposit -  Yako Microfinance #Savings #Deposit services or secure and simple way to save a Bank  free ass… https://t.co/zyKTi7CnM5,3/14/2018 5:34,0,YakoMicrofinance,0.266666667,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:34,0,Talal,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:32,0,Janbaz Khan,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:32,0,talha.,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:29,0,? Inam Ul Haq,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:28,0,Rao,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:27,0,Asad.,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:27,0,Furqan Haider,0,neutral
#Recurring #Deposit - Yako Microfinance #Recurring #Deposit services Up to 85% of amount deposited at the time of a… https://t.co/UICc7YnUQG,3/14/2018 5:25,0,YakoMicrofinance,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:23,0,Jutt Badshah,0,neutral
"RT @SvatantraMF: Encourage, educate and empower our women economically.

#svatantramicrofin #microfinance #financialinclusion https://t.co/…",3/14/2018 5:23,0,Sangita Das,0.3,positive
FINCA Microfinance Bank ni Benki pekee inayokujali na kukupa njia sahihi za kufaidika na kufanikiwa katika biashara… https://t.co/Ll85xcrifY,3/14/2018 5:23,2,FINCA Tanzania,0,neutral
#Online #Banking -  Yako Microfinance #Online #Banking interface has made banking all the more exciting! By placing… https://t.co/ukE0vLFICA,3/14/2018 5:23,0,YakoMicrofinance,0.4375,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:22,0,Raza,0,neutral
"RT @Profitpk: World’s largest fintech partners with Telenor Microfinance Bank to offer mobile payments, digital services https://t.co/3AI6g…",3/14/2018 5:21,0,MUHAMMAD USAMA GOHER,0,neutral
"#Mobile #Banking -  Yako Microfinance Bank #Mobile #Banking #Services helps you check your account balance, transfe… https://t.co/rkYrwSepng",3/14/2018 5:20,0,YakoMicrofinance,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:19,0,Aamir Chattha,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:19,0,Abdul Jabbar,0,neutral
"RT @angelspakistan: Major step in digitization of the economy, eCommerce and freelancing. By 2025, in Pakistan, McKinsey estimates $36 bil…",3/14/2018 5:19,0,Ignite,0.0625,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:18,0,??? ??? ?,0,neutral
RT @schandorfadu: Traditional microfinance institutions have found it difficult to go beyond credit. While digital financial services show…,3/14/2018 5:13,0,Amos Olertey Wussah,-0.125,negative
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:06,0,Counter Point,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:05,0,Candid Tweeter,0,neutral
RT @evazhengll: Telenor Group and Ant Financial (an affiliate of #Alibaba) on Mar13 announced strategic partnership on investments of $184.…,3/14/2018 5:01,0,Abdul Jabbar,0,neutral
"Ly Hour Microfinance Institution Plc. is looking for candidate to apply for Senior Administration Officer, ???????… https://t.co/wOEfH8sgJg",3/14/2018 5:01,0,BongThom.com Jobs,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:00,0,Arsalan Ali Faheem,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 5:00,0,Noor  Ul Huda,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:58,0,Abid Javed,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:54,0,Jawed Rao,0,neutral
RT @MettisGlobal: Ant Financial Services To Invest 184 Million Dollars In Telenor Microfinance Bank - https://t.co/98KKEZdKbN,3/14/2018 4:54,0,Abdul Aziz Ghaffar,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:49,0,Bin Saeed ~,0,neutral
"Ant Financial will invest USD 184.5m for a 45% stake in Telenor Microfinance Bank 

Telenor Group and Ant Financial… https://t.co/pZusiJV9EF",3/14/2018 4:48,0,Khizer Siddiqi,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:47,0,Raza,0,neutral
RT @DealStreetAsia: Exclusive: Myanmar-focused PE Delta Capital closes $7m funding in Easy Microfinance https://t.co/m881ZZnZY4,3/14/2018 4:46,0,Joji Philip Thomas,0.433333333,positive
"RT @Profitpk: World’s largest fintech partners with Telenor Microfinance Bank to offer mobile payments, digital services https://t.co/3AI6g…",3/14/2018 4:46,0,Aemad M,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:43,0,Shariq Syed,0,neutral
"RT @KhanAsid_Speaks: Wellcome Jack Ma in Pakistan, Telenor Group and Ant Financial (an affiliate of Alibaba) has announced strategic partne…",3/14/2018 4:43,0,Sajjad M Ashfaq,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:42,0,Aly Balagamwala,0,neutral
"RT @KhanAsid_Speaks: Wellcome Jack Ma in Pakistan, Telenor Group and Ant Financial (an affiliate of Alibaba) has announced strategic partne…",3/14/2018 4:41,0,Abbid Malik,0,neutral
"RT @KhanAsid_Speaks: Wellcome Jack Ma in Pakistan, Telenor Group and Ant Financial (an affiliate of Alibaba) has announced strategic partne…",3/14/2018 4:41,0,?? Staunch Insafian ??,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:39,0,Hassan,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:39,0,Zai,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:38,0,(((PowerOfTruths))),0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:35,0,Bushra,0,neutral
NIRON Microfinance Plc. ???????????? ?????????????????????? ??????????????????????? ????????????????????? ????????… https://t.co/7jfyM07D4v,3/14/2018 4:33,0,BongThom.com Jobs,0,neutral
"RT @asadghafoor: One of Telenor Microfinance Bank's biggest products is Easy Paisa, has approx 20m customers. https://t.co/LkH8U8grkA",3/14/2018 4:32,0,Syed Sufyan Subhani,0.433333333,positive
Ant Financial enters Pakistan with $185m mobile finance platform deal - Ant Financial is to invest $184.5 million f… https://t.co/N64M56U2YD,3/14/2018 4:30,0,HaymarketHQ,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:29,0,RUSTAM AYUB CHAUDHRY,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:26,0,Utterly_,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:26,0,Golden Horde,0,neutral
"RT @KhanAsid_Speaks: Wellcome Jack Ma in Pakistan, Telenor Group and Ant Financial (an affiliate of Alibaba) has announced strategic partne…",3/14/2018 4:26,0,Ahmad Baig,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:26,0,Reza Ali,0,neutral
"RT @KhanAsid_Speaks: Wellcome Jack Ma in Pakistan, Telenor Group and Ant Financial (an affiliate of Alibaba) has announced strategic partne…",3/14/2018 4:26,0,Hassan Khan,0,neutral
RT @TelenorGroup: News just in! ? Telenor and @AntFinancial reach an agreement to further develop Telenor Microfinance Bank's mobile paymen…,3/14/2018 4:25,0,Michael Foley,0,neutral
"RT @angelspakistan: Major step in digitization of the economy, eCommerce and freelancing. By 2025, in Pakistan, McKinsey estimates $36 bil…",3/14/2018 4:25,0,Arslan Ali,0.0625,positive
"RT @angelspakistan: Major step in digitization of the economy, eCommerce and freelancing. By 2025, in Pakistan, McKinsey estimates $36 bil…",3/14/2018 4:25,0,Fayyaz Yaseen,0.0625,positive
"RT @KhanAsid_Speaks: Wellcome Jack Ma in Pakistan, Telenor Group and Ant Financial (an affiliate of Alibaba) has announced strategic partne…",3/14/2018 4:25,0,Salman Inqalabi,0,neutral
"RT @angelspakistan: Major step in digitization of the economy, eCommerce and freelancing. By 2025, in Pakistan, McKinsey estimates $36 bil…",3/14/2018 4:23,0,Khurram Zafar,0.0625,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:21,0,Khalid Lakhani,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:20,0,FC,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:15,0,Furqan,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:13,0,Abakhshbutt,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:12,0,I Love Pakistan,0,neutral
RT @evazhengll: Telenor Group and Ant Financial (an affiliate of #Alibaba) on Mar13 announced strategic partnership on investments of $184.…,3/14/2018 4:11,0,ShahidRao,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:09,0,Stefano Pontecorvo,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:07,0,Sabir Butt ( ?? )????,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:05,0,Muhammad Shafiq,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 4:00,0,Mohsin Ali Qazi,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:56,0,Farhan Nawazish,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:54,0,Niaz Ahmed,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:53,0,Syed Fahad Shahab,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:52,0,Nafees-Ul-Haq,0,neutral
RT @alltechasianews: .@AlibabaGroup -backed #AntFinancial purchases 45% stake of Pakistan's #microfinance company #TelenorMicrofinanceBank…,3/14/2018 3:52,0,Alex Huang,0,neutral
TPS is proud to have won the trust of Khushhali Microfinance Bank @KblLtd. The bank has selected our omni-channel p… https://t.co/1FxKGGkpJF,3/14/2018 3:52,5,TPS Worldwide,0.8,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:51,0,ABD UL BAIS,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:50,0,Muhammad Ahmed Khan,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:48,0,Muhammad K Iqbal,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:48,0,Wasim,0,neutral
.@AlibabaGroup -backed #AntFinancial purchases 45% stake of Pakistan's #microfinance company… https://t.co/eEdCtrfOo3,3/14/2018 3:45,3,All Tech Asia,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:41,0,"Misbah Azam, Ph.D.",0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:40,0,Ferdi,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:39,0,Awais Gill,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:37,0,Syed Asad Ali,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:37,0,Alex Huang,0,neutral
RT @evazhengll: Telenor Group and Ant Financial (an affiliate of #Alibaba) on Mar13 announced strategic partnership on investments of $184.…,3/14/2018 3:37,0,Alex Huang,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:33,0,as1m,0,neutral
#JackMa enters #Pakistan - buys 45% of #Telenor #Microfinance #Bank at a $410 million valuation https://t.co/XoOogw53dv,3/14/2018 3:30,1,Ghulam Fatima,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:30,0,Maryam Ahmed,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:29,0,Imtiaz Tyab,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:28,0,?? ??? ????,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:26,0,Kashif Sabir,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:25,0,Yumna,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:25,0,Wasay Ahmed,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:25,0,ghazanfar,0,neutral
